Descriptores,2003|T1,2003|T2,2003|T3,2003|T4,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|Anual,2020|T1<R>,2020|T2<R>,2020|T3<R>,2020|T4<P>,2020|Anual
Variación porcentual anual|Total,NA,NA,NA,NA,NA,3.2001514292941238,4.031085996103883,4.5414127339872294,5.8178442403713575,4.408039269620616,-1.2960869549830392,2.456597074893068,3.7081021376446017,0.6815198925592085,1.3984082141099492,6.923475969531694,4.77156987741661,5.487491648543724,3.658766242783827,5.1650385778002175,-0.6650577534737891,1.1432080616402374,2.4495634761080964,2.678281033755354,1.4251339126053892,-0.9727865299605583,1.5210034204387455,3.2027664052032776,2.9874915023592905,1.736524462906928,-1.0381179459178753,-8.272907342930921,-2.7449666140458504,-1.918732136149785,-3.5861522993586448,6.369137527671825,4.96199009937817,0.6839008333903109,2.5981276095788246,3.5722078343528523,3.3199204482074833,2.5994424971867147,4.825312530122062,3.4677265487064375,3.551272419014367,4.841659706144114,4.639550118711199,1.7782519143340778,4.576168790051142,3.9516723856301468,-0.5600117289864528,2.1810469237254324,2.525299588432887,1.7180105832352837,1.485674344585263,4.84972693786267,2.5026042710290426,2.0150871051878028,2.085331449898419,2.823934949256838,4.349762857983293,3.6977864436059633,5.167865163927004,4.440035595290908,4.411083297233233,1.7545084063700074,3.2247897659504616,1.8143821962218283,5.233704534635677,3.046933772081317,5.642660185570378,2.4288962211640666,2.2556486403956626,1.8242654437504768,2.9861106252003395,-0.43661649585816065,3.334010994541714,4.8547479814743895,3.0073303707439862,2.702365091179985,2.424299079625669,-1.7661137675055443,0.25517984741843236,0.6903268877131126,0.3747000537250216,-1.4642456600666378,-16.067864162773077,-11.23819711384418,-8.629841705091025,-9.380735663913654
Variación porcentual anual|Actividades primarias,NA,NA,NA,NA,NA,-14.893956236050059,12.128779062322877,-21.281844614087447,-15.679815035555137,-9.888920872241656,15.561762979571569,-6.072359964072433,19.50544318470577,17.2473123085108,9.994032525620497,-23.054800541422964,-7.331627069435015,-8.949274653018747,-13.183403909756564,-12.59437395779429,5.753425017525231,-2.47731097933368,-5.765344403648143,-0.7708894908026025,-1.3805515710866558,-2.182330364827294,-2.6087510295264877,3.165370570269417,-20.802778325165832,-5.762934320659625,6.244110042220925,-5.058225894172992,2.2791513526150027,33.23397614601785,7.672738382504704,6.554192757311512,7.919142834572895,5.1067629353610045,-22.33712881956467,-1.2560615433804259,0.2935408058315261,3.854029946233254,-1.932857957328224,23.28165295762841,5.548481477464335,-5.029642328213939,-8.443886791939903,-6.980420303021418,13.722640662345626,-1.8578845258264494,-29.985425897708325,-2.383255829526931,-0.4546200563551679,-14.273955602174823,-10.923922939099555,33.67981144114043,-3.2142803441554406,-8.04618925541449,-2.0379568945575244,1.662491271470799,-7.102974427930235,-5.7955283916328,-0.16914076698490987,3.121860939403035,-2.284955685569116,-12.451370681224134,13.885026201292945,6.437786425195057,0.37770352926705186,2.921946796743228,3.3974064196382443,-5.030966956515186,-3.362728128034206,-17.2268468753047,-6.4935302759355835,-15.14955237710818,2.4949395208364393,5.358284132569651,22.247378756490875,4.7509120888902885,8.616679751920913,2.5805701388395477,2.881602618845136,1.2093586189228205,3.19461045860092,2.7321884128438825,2.2751877126824525,5.722964876821422,-6.779985759097357,0.7864519498264713
Variación porcentual anual|Actividades secundarias,NA,NA,NA,NA,NA,0.44426932174621925,1.2762053844244576,5.705420605097643,5.945206941829468,3.4057755338012328,7.229693448846092,3.71532437789935,-4.370610952444437,-2.959514662676142,0.671621115222905,4.034024255101912,6.463440822702182,18.377441302849775,10.833710936275992,9.920377082339954,-2.4942646265018595,-2.5810758544798347,-6.240995314366003,-0.9182225274145281,-3.1130333781524797,-3.3552571530832864,0.07649372050757108,-7.814789736165466,-3.7998146776681807,-3.793245330640346,-3.2263873745401526,-5.141668997989896,-0.35213816208005255,-3.427786510065175,-3.0495847882055216,-1.028751522285603,-4.935695800841572,-6.800740281590919,-6.050722761802433,-4.7692612996074075,-4.166588755390322,6.175244616863765,7.531966074049137,9.74036195747621,4.8663021783706455,8.404224822573951,0.2655213256583835,6.87800478492575,-1.9671508866467775,3.1979192960379805,-3.0898009005303066,-1.503572888945726,-12.025369579595207,-4.306944776054252,-5.3811799194144925,2.1143457425422554,1.179442762940269,5.752153633355661,7.145672377281471,4.073578933628269,-1.8927652139449833,-5.586712776582019,-4.991034207573847,-10.678414447395753,-5.908846858657242,-1.395578064199384,4.439728006607325,5.400638377447862,11.628368134750673,5.042619487204519,9.034592937490132,1.5793111694800501,-0.5387320311090775,-4.733309870419205,1.0936898246562947,-1.2469700519843627,3.4251992829629927,-1.514418245306743,-0.31933658789549213,0.06820481017581415,-3.7222370977371355,-7.942309928238032,-0.05809778518214159,2.6452389108538483,-2.2908128829994894,-1.2748712785375318,-27.34650253422896,-16.866471508693607,-8.638627971392467,-13.36872072239376
Variación porcentual anual|Actividades secundarias|21---Minería,NA,NA,NA,NA,NA,-2.536404832709522,-1.5595363679624938,9.695465930873652,-9.189000729577188,-1.2548534472851145,12.27334303990824,-6.750236105132629,-22.412592073476205,-18.162654851923364,-9.392814162291387,-5.568020930402199,4.470936800875464,40.2575826855404,28.486622841179468,15.2043718473804,-4.8923591305847225,0.5190653793357853,-5.882681653669536,2.36458176697505,-2.026920611051594,-12.764474946181693,-7.907071697981948,-24.229036003917344,-15.021758559041388,-15.225997853928973,4.300661913013101,6.074063268404345,14.090448683080197,-1.5436043326719613,5.481971703627096,-10.83559456130078,-17.395422842912268,-16.80569752589217,-7.869947563161446,-13.319693619048024,1.4391813003031189,24.671134445222435,23.513791220898455,19.762202464523966,17.530974982894662,19.492252112568778,-1.3488220135251794,20.069709049050715,-1.0620162109222235,8.511674494345016,-6.202358120911072,-9.923223421534814,-30.20398250160426,-13.180757495378586,-15.646522851194419,5.721926027781748,9.533116066737705,22.783309180503394,21.024115555657573,14.63205812624544,2.1563430636867764,-6.396552004502496,-9.705008743712924,-12.430682929120707,-6.875190229713226,-1.2317722181071815,15.995524059767405,24.966856999590334,21.13801656479646,15.100276241306304,25.7548870582131,3.635569732588479,-10.646047525890836,-9.18235341769676,1.2579704356471524,-11.089007230194369,-4.357804747583302,-2.9192386451726264,-0.050511675843736725,-4.815112166436293,-14.001219384706047,-11.956831613116776,-2.8128911913578065,7.345517132536401,-5.423055551077894,8.207410631598307,-15.042175458294324,0.2872312058328248,19.23446631322075,3.901018734279589
"Variación porcentual anual|Actividades secundarias|22---Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",NA,NA,NA,NA,NA,12.46010506662627,8.191379441850884,8.74216283187863,7.871319321261922,9.279944405284496,7.069934562837659,10.704638833227122,11.25712972589119,10.9001984707579,9.986139992440869,7.201393466722109,7.669276822508891,8.581532008078312,8.799058723132475,8.07468618164016,5.269498849664032,1.9758251534911295,0.6759733217079713,-3.4465690495589882,1.040933008276994,-3.7782757139647742,-7.444105887009101,-7.005165539259437,-4.451745392833502,-5.677148467412096,12.13751339379381,19.61417617618912,19.525690138790424,18.869481455985976,17.494614516789824,17.706085570983817,12.789824067286887,16.212126374555353,16.087277763026762,15.686501332384964,1.8732948711760713,4.9575873331292115,-0.5442555437094541,1.5716016490802787,1.9382344587608031,10.620189283321736,13.042026314032753,11.477107407068175,7.709100694668763,10.70676225967992,-2.441370339280951,-1.8653394412183673,0.3475475594731279,1.1742130048552752,-0.7098253394763532,0.6818243127620178,-0.8392852177625798,1.1980439307517798,5.214804071285343,1.560402231472338,3.805747005759912,6.208258724243791,4.6285677816489965,-0.7066142184112323,3.4376720369737654,-2.198249118843407,-4.644753347570301,1.3382023019581766,2.8383617848753318,-0.6698391020612036,3.000310413748835,4.034150707487981,-1.8601661703239216,-1.9296609558745246,0.7236506774183908,4.820544149378563,4.432412187712259,5.163735470908222,3.2883207610523613,4.424368157095685,-0.48097664656263817,-3.669855343497062,-4.090456447918328,-3.126297351288727,-2.8606122357057444,-5.642122356552875,-13.281167093083255,-13.350787343946251,-7.357737244208053,-9.914681227848888
Variación porcentual anual|Actividades secundarias|23---Construcción,NA,NA,NA,NA,NA,3.698900724613054,7.0610329465732775,12.630864525216296,9.41001100705374,8.340082723463624,22.91809963150415,3.038981198839096,-12.624697400951632,-10.355863235162673,-0.34147289085495913,3.4855740079665622,12.380042714325825,45.35890912637478,28.577416711791983,21.617557206759685,-7.516745191261592,-8.296778985950965,-12.687239004770234,4.129916378139441,-6.134529378508887,-6.344512354850423,4.2406340172246075,-15.166466459623294,-10.642761474073154,-7.533692492627296,-0.9310300614217937,0.8548512267742865,8.985046642594384,-4.622106469909909,0.8646891472023981,-2.41029005949531,-16.194418722654163,-17.968235029864303,-13.872162989382844,-12.87213721121526,-7.614997617752778,27.251499577877937,30.273666238937807,33.551180992768934,20.628724615945828,22.041577867364225,-0.005049466652778278,19.34685193194629,2.050948629079258,10.023411962414784,1.7381241104817775,-3.947436421167694,-26.12633508695737,-11.720785102723653,-11.091656733899839,2.961035978801135,7.622157880429128,17.71230364783534,17.732203811288144,11.512545541670022,-2.331386118551819,-12.321182984086903,-12.376762609398469,-21.49083370536806,-12.578534198489592,1.3148337084249562,13.320715467629029,16.22751161204266,28.15181119944097,14.656789240281682,15.278266438037093,3.748543934529721,-1.7708861552802944,-7.7432556573211855,1.7659051990665375,-2.009346854449376,0.622175429302601,-6.7568881553208655,-2.661366442198414,-2.701003027659681,-7.713752529802221,-11.431053539565866,-1.2997726834270082,4.253870623383534,-4.102601149313102,-1.1056408703560265,-37.40995707413355,-22.43780451615882,-6.87231788589186,-16.26213886795226
Variación porcentual anual|Actividades secundarias|31-33---Industrias manufactureras,NA,NA,NA,NA,NA,-1.5031298680488874,-1.687309278123223,2.187377428765913,4.074205525877318,0.7899757361021784,-0.44079993509993187,3.7825931657678495,-0.48483355473064194,0.5670036972996968,0.8364697769599871,4.230381171253001,3.4159803256697927,5.9451965446954915,2.2309466578928294,3.9470909259681406,0.1620809837521051,0.3565120778538926,-2.3361223848092436,-3.910608183277489,-1.4731030514706305,-1.6742983988994808,-1.6673035433197043,-3.549077737678658,0.8012975239986417,-1.5420008033846955,-5.166693245576397,-9.414860712271064,-6.0233265628595944,-3.699032249463812,-6.0872447916859045,-1.3087091272949891,0.7424945748622633,-1.4246702183559563,-2.6666245829931654,-1.1897073777621756,-2.6934701445207168,-4.162671061590615,-3.2163072780825814,-2.074787675382126,-3.0328357638642984,1.1904518516801375,-0.45040976128277066,-1.7576725431434,-5.45373393705313,-1.6739415457370939,-6.14874491500764,0.1402270036232096,-1.530663554624951,0.936132972422314,-1.657676501445195,1.6530727967561063,-2.7377752614728905,-1.1734241661499993,0.22312098543847014,-0.5380352695573833,-2.0424953322842185,-1.8162412114520663,-0.40740798162343594,-3.0041943992827242,-1.825192239406519,-3.1797510669559443,-0.33022531571430136,-1.168773452583082,1.863776534848455,-0.6800888789520769,5.06837376850136,-0.16332937721382734,0.5061864045457583,-2.5604025589446735,0.6245679375567619,-1.1408210422208356,5.412105598265796,1.7647377036213925,1.1489963641006682,1.7898772257332496,-0.8956770669230991,-5.8462241987110986,1.1266250748330293,1.9636526568028785,-0.9367899243650584,-1.0204988477131849,-21.912476472743975,-13.518824811738995,-10.076607335578004,-11.657998725399153
Variación porcentual anual|Actividades terciarias,NA,NA,NA,NA,NA,3.640286404699779,4.426552701838631,4.370683002093443,5.815810773934913,4.576235844380278,-2.586578962403962,2.2858072240756258,5.0659908754482075,1.2437339403773393,1.5045096463225889,7.422247053560383,4.538363322381329,3.510936211544461,2.589014037047761,4.4506658362752205,-0.3754099384099021,1.6899234044931006,3.988227026567401,3.2668978579646506,2.158059163538198,-0.5987903506161985,1.7259742952336694,4.954971627404376,4.064168377048276,2.5860806795187585,-0.7085391936919194,-8.706176877523319,-3.0823526023047947,-1.717314718786838,-3.6694443921026476,7.467603833941666,6.37626263934537,1.755931518700038,3.8432141179771833,4.778232961601006,4.34544598999436,2.1413465977274626,4.473876583434787,2.651755613458789,3.377710664239288,4.399488871702488,5.229958707802609,1.0933801771073774,5.470097057035957,4.055446806434347,-0.2157250446263106,2.650442650235135,4.60985790890318,2.497672481173481,2.3983312016374185,5.1863320091949845,2.6666575961999683,1.5708606015125497,1.4840034554670893,2.6722535595166335,5.122349937326987,4.814848712131919,6.443831962145353,6.344306076235313,5.689020270028934,2.12146689130239,3.088579937773048,1.4109875104091145,4.5598067804678095,2.8275536712906444,5.267553773605016,2.5257260254030456,2.583360322681912,2.57364787956476,3.2030373057606596,-0.33884922202334167,3.324550700046075,5.5725240904899636,3.3488545320603293,2.9913446841232485,3.121609706874125,-1.0987956265583136,0.2868928177885124,0.4923694948314221,0.6584636456769033,-1.485571019425464,-14.939263667285388,-10.656503346486815,-8.629772812958521,-8.971307223938268
Variación porcentual anual|Actividades terciarias|43-46---Comercio,NA,NA,NA,NA,NA,1.2372226820621677,5.327256807842005,3.4147285190253314,11.463496589382927,5.667325784822779,-6.577943468230615,8.39156118214754,6.725717877846364,1.6166495914825987,2.8075983661435515,28.374601927342468,9.11824387330411,1.9979031244167516,-3.6158933897657306,7.249107877286903,-4.126373187715046,-0.7510456647285935,2.854006906738789,-1.2460663073294143,-0.7752987059076872,-8.577373544100183,-2.382823704871498,7.278284982414249,7.148034081543784,1.1907637348071347,-10.472813732712765,-20.594215941632896,-14.930512872296575,-3.2970999009007755,-12.238991079966155,22.269710739475855,14.563736952431029,6.225363386078413,9.398412782497047,12.387498069301188,12.075232457574131,11.36323003922459,10.393582419426323,-6.020142036239335,6.105102150193616,5.783087588994192,3.1207647903571285,-5.8968793763252165,9.266058964029384,3.057957328260457,-9.197306995966542,6.9615147269895346,4.550650399145468,-0.2709798300715107,0.4754780191191088,5.09607441182925,4.497036984674068,3.2328836879684957,1.6702011783692399,3.5351504587428906,2.819312779802587,-1.8799218899886654,5.767080540174163,-2.6483261927790522,0.8065340690231153,-8.365459421037997,-6.243242379228448,-7.9518407498432,3.490819795154792,-4.5945113802835635,6.758719184285383,3.2365276604557067,2.205016174304177,3.712326613407612,3.8828117350385725,1.5307882598936402,3.317957993319581,7.378402456740304,3.99465614828749,4.094003857043589,2.9706782118824577,-3.5041971101283593,-2.4136048708636366,0.0041705148742039455,-0.8254538755885932,-7.393862148407166,-34.209259511951515,-15.346213185298623,-7.478951411482328,-15.851541926247364
Variación porcentual anual|Actividades terciarias|Resto,NA,NA,NA,NA,NA,4.202293494423557,4.209203108516775,4.643393669623876,4.123102996169877,4.287919622435382,-1.6796759544536144,0.7966152478656454,4.598070289348556,1.1240853372895572,1.1556190817938727,2.8987072647673955,3.337164045965821,3.9461767413824447,4.589532635707144,3.68917136016627,0.634906859597308,2.3659503648218276,4.30838253275634,4.607766936706994,2.9836707428006406,1.4485547344424532,2.8292573492207964,4.308315463501074,3.1991797035651643,2.964466650381013,1.549404375465997,-5.675832944302044,0.3092850130020537,-1.2572478477022742,-1.3855632087645944,4.449916824389803,4.619306949835348,0.6708970773857885,2.25884345895804,2.9734728610321497,2.500732430700552,-0.025687873212092427,2.95747015938052,5.297704706354665,2.6716908499827383,4.038449742142177,5.78205660814244,3.0133515594816345,4.436371945933914,4.3222943971190375,2.1672490791242893,1.5503760268912714,4.624713459654544,3.2865056140447138,2.90649706590078,5.2076152268839735,2.1747077495314784,1.1541433581512024,1.432779978248405,2.4495969676477785,5.664842491203757,6.655095148219232,6.617000096826914,8.823993160149286,6.962216189516951,4.525194433905227,5.448422466762409,3.7876631648800156,4.8235013757102365,4.6516058618976075,4.967912891260468,2.3659073695821036,2.668536717846976,2.296332991814694,3.050735591696977,-0.7209513399174625,3.3260456300574504,5.167803249465834,3.1893983305069042,2.742301958059315,3.1531555445069017,-0.5534012151113927,0.9048309834976891,0.6138523799804432,0.9980253863525803,-0.2528774454931977,-10.699679908331206,-9.618677461605088,-8.914406627918638,-7.425342498048892
Variación acumulada|Total,NA,NA,NA,NA,NA,3.2001514292941238,3.6308847697602573,3.9250777058681905,4.408039269620616,4.408039269620616,-1.2960869549830392,0.6567122445214864,1.648467846788975,1.3984082141099492,1.3984082141099492,6.923475969531694,5.7836564477266705,5.68544723088884,5.1650385778002175,5.1650385778002175,-0.6650577534737891,0.28357895223653884,1.0004811867352998,1.4251339126053892,1.4251339126053892,-0.9727865299605583,0.34669836479250193,1.3055685249581188,1.736524462906928,1.736524462906928,-1.0381179459178753,-4.910901805585013,-4.1701124511369585,-3.5861522993586448,-3.5861522993586448,6.369137527671825,5.642523350277642,3.9213626072727124,3.5722078343528523,3.5722078343528523,3.3199204482074833,2.9502810530665613,3.580837756894354,3.551272419014367,3.551272419014367,4.841659706144114,4.738321257780839,3.730915992969969,3.9516723856301468,3.9516723856301468,-0.5600117289864528,0.8401674147957578,1.4028753973534691,1.485674344585263,1.485674344585263,4.84972693786267,3.6348344312167455,3.0879731770328647,2.823934949256838,2.823934949256838,4.349762857983293,4.015980719588526,4.4008340060545095,4.411083297233233,4.411083297233233,1.7545084063700074,2.50492266325449,2.2725128239148233,3.046933772081317,3.046933772081317,5.642660185570378,3.990873782919408,3.4094786233168435,2.9861106252003395,2.9861106252003395,-0.43661649585816065,1.4722730734521718,2.5929414654863905,2.702365091179985,2.702365091179985,2.424299079625669,0.2639701271255177,0.2609935588205161,0.3747000537250216,0.3747000537250216,-1.4642456600666378,-8.840569597739119,-9.652408183340157,-9.380735663913654,-9.380735663913654
Variación acumulada|Actividades primarias,NA,NA,NA,NA,NA,-14.893956236050059,-0.1450928064669057,-7.856068060622761,-9.888920872241656,-9.888920872241656,15.561762979571569,2.3025965662633894,7.664013071163438,9.994032525620497,9.994032525620497,-23.054800541422964,-14.207232976303914,-12.388313420138772,-12.59437395779429,-12.59437395779429,5.753425017525231,0.7507393442213441,-1.5918943172886202,-1.3805515710866558,-1.3805515710866558,-2.182330364827294,-2.4332069982880427,-0.5057921626392954,-5.762934320659625,-5.762934320659625,6.244110042220925,-0.3934442629791448,0.5605964170577948,7.672738382504704,7.672738382504704,6.554192757311512,7.318250292146232,6.515320859552702,-1.2560615433804259,-1.2560615433804259,0.2935408058315261,2.2977537599361284,0.7820488201539604,5.548481477464335,5.548481477464335,-5.029642328213939,-6.980771710699656,-6.980649203085903,-1.8578845258264494,-1.8578845258264494,-29.985425897708325,-14.45979354100561,-9.577303168397222,-10.923922939099555,-10.923922939099555,33.67981144114043,9.997890947531587,3.0727071466461098,1.662491271470799,1.662491271470799,-7.102974427930235,-6.364541944340047,-4.2432910477644015,-2.284955685569116,-2.284955685569116,-12.451370681224134,2.513554749773334,3.9143441329755717,2.921946796743228,2.921946796743228,3.3974064196382443,-1.9230304959346682,-2.4494231573576286,-6.4935302759355835,-6.4935302759355835,-15.14955237710818,-4.364365706625435,-0.8427821299291764,4.7509120888902885,4.7509120888902885,8.616679751920913,4.6624826971186195,3.97710118274442,3.19461045860092,3.19461045860092,2.7321884128438825,2.4387667782863645,3.6893916796405932,0.7864519498264713,0.7864519498264713
Variación acumulada|Actividades secundarias,NA,NA,NA,NA,NA,0.44426932174621925,0.864608619690614,2.528396807729294,3.4057755338012328,3.4057755338012328,7.229693448846092,5.446797388244562,1.9679949258069485,0.6716211152229192,0.671621115222905,4.034024255101912,5.246268642688094,9.61005949058871,9.920377082339911,9.920377082339954,-2.4942646265018595,-2.5380831645167206,-3.8670751412920197,-3.1130333781524655,-3.1130333781524797,-3.3552571530832864,-1.6238224521476496,-3.790919156953052,-3.793245330640346,-3.793245330640346,-3.2263873745401526,-4.209413688468118,-2.9156777884673346,-3.0495847882055216,-3.0495847882055216,-1.028751522285603,-3.014491441476409,-4.317937318204002,-4.769261299607379,-4.7692612996074075,-4.166588755390322,0.9856183442168032,3.1807716368334127,4.866302178370631,4.8663021783706455,8.404224822573951,4.141230603971664,5.097639400502402,3.1979192960379805,3.1979192960379805,-3.0898009005303066,-2.289867109693816,-5.749725672576957,-5.3811799194144925,-5.3811799194144925,2.1143457425422554,1.6390807293104785,3.003479155147744,4.073578933628298,4.073578933628269,-1.8927652139449833,-3.7621193438010465,-4.180656409942117,-5.90884685865727,-5.908846858657242,-1.395578064199384,1.5014424099250476,2.8181780493864466,5.0426194872045755,5.042619487204519,9.034592937490132,5.226167087568115,3.2304977844867153,1.093689824656252,1.0936898246562947,-1.2469700519843627,1.0570249312466018,0.19935582464552226,0.06820481017584257,0.06820481017581415,-3.7222370977371355,-5.85205639809007,-3.952614781992807,-2.290812882999475,-2.2908128829994894,-1.2748712785375318,-14.140773662183548,-15.070575363345966,-13.368720722393789,-13.36872072239376
Variación acumulada|Actividades secundarias|21---Minería,NA,NA,NA,NA,NA,-2.536404832709522,-2.0312560447409993,1.8120876769862662,-1.2548534472851145,-1.2548534472851145,12.27334303990824,2.388686915001543,-6.3691329818937845,-9.392814162291387,-9.392814162291387,-5.568020930402199,-0.8173633439431285,11.201714045226495,15.2043718473804,15.2043718473804,-4.8923591305847225,-2.1950138230174474,-3.5560221835306436,-2.026920611051594,-2.026920611051594,-12.764474946181693,-10.27609583071019,-15.301478762122116,-15.225997853928973,-15.225997853928973,4.300661913013101,5.233137659270184,8.086995317535568,5.481971703627096,5.481971703627096,-10.83559456130078,-14.312394209524697,-15.16036593492737,-13.319693619048024,-13.319693619048024,1.4391813003031189,13.309408222248905,16.7126108312938,17.530974982894662,17.530974982894662,19.492252112568778,7.77587514170051,12.114839319515,8.511674494345016,8.511674494345016,-6.202358120911072,-8.117045630180812,-16.465471064715487,-15.646522851194419,-15.646522851194419,5.721926027781748,7.6445415577505855,12.425601848300104,14.63205812624544,14.63205812624544,2.1563430636867764,-2.233999575859116,-4.810837359590266,-6.875190229713226,-6.875190229713226,-1.2317722181071815,7.234776128231061,13.036321161044228,15.100276241306304,15.100276241306304,25.7548870582131,13.995990476714184,5.082713139690284,1.2579704356471524,1.2579704356471524,-11.089007230194369,-7.835837149633321,-6.323641334009309,-4.815112166436293,-4.815112166436293,-14.001219384706047,-12.975886603989068,-9.73645966306023,-5.423055551077894,-5.423055551077894,8.207410631598307,-3.589623854532661,-2.2591010452753153,3.901018734279589,3.901018734279589
"Variación acumulada|Actividades secundarias|22---Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",NA,NA,NA,NA,NA,12.46010506662627,10.288585426241397,9.768394167281372,9.279944405284496,9.279944405284496,7.069934562837659,8.883765033854047,9.674662158865573,9.986139992440869,9.986139992440869,7.201393466722109,7.4387864608640655,7.825088146904548,8.07468618164016,8.07468618164016,5.269498849664032,3.594781285315918,2.601164930004913,1.040933008276994,1.040933008276994,-3.7782757139647742,-5.6130924616145705,-6.078088003007352,-5.677148467412096,-5.677148467412096,12.13751339379381,15.80712812561029,17.036982480674894,17.494614516789824,17.494614516789824,17.706085570983817,15.213816001912988,15.551011977267493,15.686501332384964,15.686501332384964,1.8732948711760713,3.4039626831246323,2.0627562053047654,1.9382344587608031,1.9382344587608031,10.620189283321736,11.840153154326003,11.71997696542104,10.70676225967992,10.70676225967992,-2.441370339280951,-2.148085229659742,-1.3237713542531822,-0.7098253394763532,-0.7098253394763532,0.6818243127620178,-0.09488375851299224,0.339406796112911,1.560402231472338,1.560402231472338,3.805747005759912,5.023375393421077,4.889625866780477,3.4376720369737654,3.4376720369737654,-2.198249118843407,-3.4521625007951258,-1.8333629754856275,-0.6698391020612036,-0.6698391020612036,3.000310413748835,3.5236421402927505,1.6455220786028946,0.7236506774183908,0.7236506774183908,4.820544149378563,4.623102213700818,4.805195355245644,4.424368157095685,4.424368157095685,-0.48097664656263817,-2.100196083095412,-2.772837983807321,-2.8606122357057444,-2.8606122357057444,-5.642122356552875,-9.458814693560797,-10.756346515015139,-9.914681227848888,-9.914681227848888
Variación acumulada|Actividades secundarias|23---Construcción,NA,NA,NA,NA,NA,3.698900724613054,5.401963097750894,7.946448136524296,8.340082723463624,8.340082723463624,22.91809963150415,12.689984317021839,3.3928494513822756,-0.34147289085495913,-0.34147289085495913,3.4855740079665622,7.669988943790656,19.367367439191938,21.617557206759685,21.617557206759685,-7.516745191261592,-7.899766270148646,-9.70917716402289,-6.134529378508887,-6.134529378508887,-6.344512354850423,-1.1692784632897144,-6.28498700762438,-7.533692492627296,-7.533692492627296,-0.9310300614217937,-0.010091242569359338,2.9658969930162584,0.8646891472023981,0.8646891472023981,-2.41029005949531,-9.57994297340825,-12.517392650424313,-12.87213721121526,-12.87213721121526,-7.614997617752778,9.193747763859434,16.11566108588032,20.628724615945828,20.628724615945828,22.041577867364225,9.655486552530832,13.225813875871722,10.023411962414784,10.023411962414784,1.7381241104817775,-1.1746922664478348,-10.863887967308145,-11.091656733899839,-11.091656733899839,2.961035978801135,5.282014204813379,9.282435979264122,11.512545541670022,11.512545541670022,-2.331386118551819,-7.416313708906202,-9.135872437688093,-12.578534198489592,-12.578534198489592,1.3148337084249562,7.102218924013442,10.152709374784024,14.656789240281682,14.656789240281682,15.278266438037093,9.397715411316128,5.458266970724139,1.7659051990665375,1.7659051990665375,-2.009346854449376,-0.7364887924607757,-2.714467079685619,-2.701003027659681,-2.701003027659681,-7.713752529802221,-9.536408592457988,-6.942739394359478,-4.102601149313102,-4.102601149313102,-1.1056408703560265,-18.533454599027593,-19.837465848349296,-16.26213886795226,-16.26213886795226
