colonia,alcaldia,nueva_clave,total,cuartil,quintil,octil,decil,geo_shape,geo_point
CLAVERIA,AZCAPOTZALCO,02-008,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18748082169691, 19.46948075125054], [-99.1863557465831, 19.46937406868565], [-99.18552361690244, 19.469263739179123], [-99.18497882456624, 19.46922233263653], [-99.18436557080594, 19.46917272015044], [-99.18423971156348, 19.469121324214473], [-99.1841567942157, 19.469118696695663], [-99.18406534238856, 19.469154042796838], [-99.18399945622025, 19.469251578100515], [-99.18395582197303, 19.469262575282652], [-99.18290472812652, 19.469515742949117], [-99.18179839286356, 19.46978220870015], [-99.18135518809144, 19.469888530069753], [-99.18093151435598, 19.469990164954265], [-99.18050065837699, 19.470093521639125], [-99.17997983980787, 19.470218457625823], [-99.17965144198189, 19.470297234108326], [-99.17935374676684, 19.470365252136645], [-99.17882279729096, 19.47048656323533], [-99.17879890448383, 19.47049202221244], [-99.17874626153943, 19.470504049946577], [-99.17827337945738, 19.470017061456964], [-99.17773671957964, 19.46950949456351], [-99.17653159610543, 19.468369684791643], [-99.17639511743423, 19.468240601285594], [-99.17626698879482, 19.468119415077943], [-99.1764895351188, 19.467826107438963], [-99.17705643084483, 19.466798196826176], [-99.17714971007707, 19.46651998961581], [-99.17722115342004, 19.466241803700317], [-99.17728610370297, 19.465729888230854], [-99.17735475721906, 19.464866204511676], [-99.17749141695182, 19.463400794577545], [-99.17760926148965, 19.462136504913044], [-99.17761161670309, 19.46211125246472], [-99.17761901181386, 19.462029982100134], [-99.17762640691761, 19.46194871173458], [-99.17773766509825, 19.460726002358758], [-99.1777530653236, 19.460640405371855], [-99.17777550504725, 19.46051568153434], [-99.17784025882794, 19.460343567708374], [-99.17800566047357, 19.46005877893468], [-99.17839452459063, 19.459427311426637], [-99.17856914753686, 19.459143743374163], [-99.17870980401797, 19.45891533220759], [-99.17883564217776, 19.458935904509243], [-99.17896478602808, 19.458956351595308], [-99.17892564182429, 19.459016890043554], [-99.17851573189648, 19.459650832826323], [-99.17900875819387, 19.460420565552337], [-99.17903462551888, 19.460460950431923], [-99.17929786778208, 19.460871931146233], [-99.179619864141, 19.461374636905845], [-99.17979322341826, 19.461624293466357], [-99.18039056026625, 19.46198254271687], [-99.18124283027613, 19.46249368044573], [-99.18166132947178, 19.46274406774626], [-99.1820798299471, 19.46299445406347], [-99.18238309556783, 19.463175894967378], [-99.18294635857404, 19.463512887369188], [-99.18341282911076, 19.463816036001784], [-99.18390220387758, 19.463841173524514], [-99.18455590634593, 19.463874712453837], [-99.1852913382553, 19.463912521405128], [-99.18569556773201, 19.463933281183127], [-99.18633063175584, 19.463965893964676], [-99.18646253343235, 19.463566617564936], [-99.18662818278479, 19.463143256492785], [-99.18668066174358, 19.463009132037953], [-99.18802891224594, 19.463665081645924], [-99.18800469520404, 19.463811597393782], [-99.18793549685127, 19.464580628716615], [-99.18785696947343, 19.465478904325867], [-99.18783561727385, 19.46572315074983], [-99.18777474141207, 19.466440827358515], [-99.18773912302531, 19.466813483260463], [-99.18765349535055, 19.467709352555342], [-99.18759211849802, 19.468357502766338], [-99.18755466619447, 19.468735486936346], [-99.18750842204177, 19.469202199755575], [-99.18748082169691, 19.46948075125054]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1818671607,19.4660515311] }"
EL ROSARIO C (U HAB),AZCAPOTZALCO,02-025,7,1,2,2,3,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19686559438007, 19.511481516595122], [-99.19707293748266, 19.510936343673844], [-99.19711256240421, 19.510805377123795], [-99.19716970249692, 19.51064443443076], [-99.19719827250141, 19.510563963076763], [-99.19740104665132, 19.509985335885638], [-99.19773757487128, 19.509025024570388], [-99.19781214232106, 19.508763096248256], [-99.19785805533662, 19.508030762540752], [-99.1978905477838, 19.50780882290397], [-99.19791150669191, 19.507724476420336], [-99.19817555276029, 19.50692413895002], [-99.19837353847534, 19.50631437667181], [-99.19839044254876, 19.506204199128856], [-99.19838722288976, 19.506104325153743], [-99.19838245966638, 19.506008859230167], [-99.1983614128807, 19.5058972544997], [-99.19818883438224, 19.505337133994736], [-99.19745239479671, 19.50293148880058], [-99.19762112658651, 19.502360445784586], [-99.1978388145879, 19.501824993180378], [-99.19759629715372, 19.501749779044648], [-99.1981402246284, 19.500304980340665], [-99.19819491078802, 19.500157656233416], [-99.19844050425623, 19.500231858547195], [-99.19891959167136, 19.50037660633057], [-99.19942292700959, 19.500521754976113], [-99.19990226353828, 19.50065998144946], [-99.20047808928248, 19.50082603056103], [-99.20092339038102, 19.500954439184646], [-99.200958934006, 19.500965185517167], [-99.2011768312544, 19.501031064833807], [-99.20142992507292, 19.501107585125958], [-99.20196068223298, 19.501268052661974], [-99.20251253076702, 19.501492011898087], [-99.20416458659373, 19.50194359723736], [-99.20437741525966, 19.502001285661244], [-99.20447945950549, 19.501947200948088], [-99.20453891335212, 19.50191567208693], [-99.20459295936135, 19.501912966609254], [-99.20466483943207, 19.501909368748656], [-99.20474720456804, 19.501905246036856], [-99.20482813215297, 19.501832180637333], [-99.20547881325606, 19.50270635638196], [-99.20610040695524, 19.503580689590713], [-99.20612935223517, 19.503613990445984], [-99.2064934271978, 19.504032848439874], [-99.20688644962848, 19.504485006392947], [-99.20745870757379, 19.505021047754884], [-99.20805672578418, 19.505558113302467], [-99.20834453673905, 19.505816587299254], [-99.20878470443623, 19.506211885607087], [-99.2095853446022, 19.506930903128094], [-99.20961559277382, 19.506958067401186], [-99.20991745326656, 19.507229151461672], [-99.20997610080127, 19.507279270041973], [-99.21013711828554, 19.507425721979363], [-99.2102548057906, 19.507548761905454], [-99.21039108853023, 19.50770110790115], [-99.21045315808712, 19.507865271226784], [-99.21043470714272, 19.507947410437072], [-99.2104348133534, 19.508029528064412], [-99.2104411204657, 19.508123369586492], [-99.21045362090464, 19.508223069457582], [-99.21052800148499, 19.508340293999762], [-99.21088908766109, 19.508142352439812], [-99.21105341621778, 19.508052269804054], [-99.2110623464517, 19.508209707583486], [-99.21105041938367, 19.50830009502939], [-99.21101389732877, 19.50857687273142], [-99.21097182173258, 19.508937979180967], [-99.21096151270541, 19.509190126238487], [-99.21097456101083, 19.50940997277145], [-99.21096950328645, 19.50944961661575], [-99.20941419257863, 19.50886194736677], [-99.20935212768593, 19.50858872975524], [-99.20898040358975, 19.50861195477336], [-99.20873934356706, 19.50864971297025], [-99.20862433799887, 19.508563496521006], [-99.20851317359211, 19.508463233564576], [-99.20843038554831, 19.50834090078303], [-99.20833036186747, 19.508349791286882], [-99.20804252679244, 19.508375374903167], [-99.20784428658627, 19.508392994796907], [-99.20636484918639, 19.50853425625767], [-99.20571681249365, 19.508615796782653], [-99.20538177020791, 19.50869926039999], [-99.2053867174876, 19.508839304351504], [-99.20539166477701, 19.508979348300652], [-99.20533063080163, 19.50899630353851], [-99.20526959681334, 19.509013258755864], [-99.20514752879802, 19.509047169129058], [-99.2048017106425, 19.509176215865452], [-99.20443218857785, 19.509337452471527], [-99.20405931011237, 19.509527639481114], [-99.20350679283123, 19.509827384596203], [-99.20324239933119, 19.509972418633794], [-99.20290342181154, 19.510149699687922], [-99.20255428360052, 19.510339856982256], [-99.20216784863013, 19.510542920782086], [-99.20207912261633, 19.510586941985157], [-99.20185597677887, 19.510697654970365], [-99.20156103244967, 19.510826638770666], [-99.20135964952195, 19.51090814338196], [-99.20118200093437, 19.510987039804583], [-99.20075412350538, 19.511141132425006], [-99.20024892042584, 19.511308943771695], [-99.19960223067174, 19.511482748219915], [-99.19956395929698, 19.511493033957127], [-99.19911293953511, 19.51159002212935], [-99.19897368326063, 19.51161314439749], [-99.19884309577297, 19.51163482718714], [-99.19880093694067, 19.51164182723232], [-99.19822777223843, 19.51171321638432], [-99.1977631321193, 19.51176840325331], [-99.197349348581, 19.511804235214438], [-99.19692538489204, 19.511836860936942], [-99.1966830935148, 19.511816073617304], [-99.19677434605421, 19.511648806777288], [-99.19686559438007, 19.511481516595122]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.2024080944,19.5061582927] }"
INDUSTRIAL VALLEJO (U HAB),AZCAPOTZALCO,02-036,7,1,2,2,3,"{""type"": ""Polygon"", ""coordinates"": [[[-99.16409018476283, 19.485258369788205], [-99.16174710096043, 19.48473534369716], [-99.16108154648542, 19.487485256607155], [-99.16111743958514, 19.487570432040393], [-99.16111947565871, 19.487575354613416], [-99.16114184567391, 19.487629438115846], [-99.16165512593831, 19.487940210440268], [-99.16295996277896, 19.488659483396866], [-99.16353690683103, 19.48897751063227], [-99.16406275323237, 19.48924542119815], [-99.16448730444031, 19.489437813438656], [-99.16452526830307, 19.48945006864955], [-99.16460266313268, 19.489475052640454], [-99.16534095454539, 19.48971338001805], [-99.16589143113187, 19.489883836761706], [-99.16649039176485, 19.490069304422107], [-99.16717503417233, 19.490312470525588], [-99.16738479215473, 19.49038697011028], [-99.1687975563437, 19.490854207908175], [-99.1688278000756, 19.49093199472938], [-99.16942736745357, 19.492474064184165], [-99.17010574004985, 19.494218779958505], [-99.17077094366948, 19.49592958671372], [-99.17095813139328, 19.496410999195668], [-99.17196717040773, 19.498997633003967], [-99.17200613225266, 19.49909750844135], [-99.17205612365164, 19.49922565702428], [-99.17274061272634, 19.500980262837427], [-99.172820657661, 19.501185798887192], [-99.17361900325415, 19.50323572649947], [-99.17414902618157, 19.50459664566836], [-99.17467905805866, 19.50595756301179], [-99.17527740705506, 19.507493862547268], [-99.17512658101063, 19.507499725473178], [-99.1750680847825, 19.507501999310794], [-99.17483790179419, 19.50758671336846], [-99.17417748818761, 19.507849954581165], [-99.17375474381468, 19.508088866133352], [-99.17366018593307, 19.5081639605305], [-99.17345004782204, 19.508330844076127], [-99.17305472765595, 19.508620087322992], [-99.17292688116336, 19.50857504930309], [-99.17230911977552, 19.50835742299106], [-99.17102464112105, 19.50790491394369], [-99.17094128893095, 19.50787554970165], [-99.17041103611832, 19.50763557509348], [-99.16973936565287, 19.50729887705733], [-99.1695004819778, 19.507179127780574], [-99.16909761835913, 19.5070122384022], [-99.16912519666545, 19.50693338104769], [-99.16910200149646, 19.50692633418941], [-99.1687432721524, 19.506797302577315], [-99.16871134812068, 19.50678800807087], [-99.1686787622344, 19.50677737912532], [-99.16860747184862, 19.5067544192265], [-99.16857087011198, 19.50674263685763], [-99.16844399486794, 19.506701782177775], [-99.16822504195112, 19.506631277562782], [-99.1673196401133, 19.50633954623491], [-99.16728191590786, 19.50632617152407], [-99.16735624832283, 19.506127337666513], [-99.1671831302035, 19.506069668504704], [-99.16454961321328, 19.505192366256264], [-99.16437902834477, 19.50513553783823], [-99.16343826981333, 19.504831221021842], [-99.16293243978662, 19.504667592636306], [-99.16196662280997, 19.504355162664904], [-99.16069005241822, 19.50394219676758], [-99.15850309330477, 19.503234692981962], [-99.15733283033568, 19.502856085459523], [-99.15720777596162, 19.502815627172982], [-99.15697099404733, 19.502739021878316], [-99.15638459321502, 19.501170053070055], [-99.15574210417218, 19.499330419674234], [-99.15420086231106, 19.49518151001458], [-99.15399381635255, 19.4946223298604], [-99.15303600335196, 19.49204561640241], [-99.15295905887669, 19.49183850003584], [-99.15308629775659, 19.49175199732822], [-99.1549701245928, 19.490521574161797], [-99.1550304028506, 19.490482100885473], [-99.1559811602722, 19.4898594912659], [-99.15670794942451, 19.489383542128977], [-99.15828518815026, 19.489808461769496], [-99.15847212403064, 19.48987327904161], [-99.15864041881218, 19.48998537118802], [-99.15883365326704, 19.490121070669986], [-99.15898945574166, 19.490197729391188], [-99.15914522372663, 19.490238943956008], [-99.16031930340628, 19.490477240079525], [-99.16100166966473, 19.48769624410528], [-99.16082459656408, 19.487616196483458], [-99.16064070189834, 19.487534575956527], [-99.16053466247612, 19.487511298414077], [-99.15595432622635, 19.486505767224067], [-99.15598639246531, 19.48637520833604], [-99.156311643321, 19.485050925286554], [-99.15666820907137, 19.48359911609023], [-99.15705383012441, 19.48209875927725], [-99.15731037781002, 19.481100579582996], [-99.15743339188204, 19.48062195009663], [-99.15746117160431, 19.48049473952485], [-99.16328332389892, 19.47845718308699], [-99.163855122887, 19.478253771366678], [-99.165266561608, 19.48191059819665], [-99.16679063483176, 19.48585543739994], [-99.16409018476283, 19.485258369788205]], [[-99.16411451094004, 19.48292012156329], [-99.16539263900437, 19.482385832341972], [-99.165385474482, 19.482366621581626], [-99.16524097881977, 19.481997826096354], [-99.16394392367033, 19.482444704609126], [-99.1639371909895, 19.48244702421034], [-99.1639365077653, 19.482450749104498], [-99.16411451094004, 19.48292012156329]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1634711106,19.4952280502] }"
PASTEROS,AZCAPOTZALCO,02-056,9,3,3,5,6,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19232211026065, 19.49580296962047], [-99.19249791358627, 19.495334638322053], [-99.19255149264943, 19.49535190984117], [-99.19262112061664, 19.495374354787497], [-99.19279044531783, 19.494930674988893], [-99.19315669701047, 19.493906430989618], [-99.19328257964958, 19.4935649066403], [-99.19351534678754, 19.492974242941695], [-99.19368412052529, 19.492513242919596], [-99.19385001689645, 19.492060099608484], [-99.19408273445679, 19.491424430890962], [-99.1942887483834, 19.490861698826468], [-99.19441556034955, 19.490539293978227], [-99.19462886400798, 19.49019815913443], [-99.19459667262123, 19.49008075658369], [-99.19463878216003, 19.490050373728106], [-99.19471567627897, 19.489994893063333], [-99.19474250049917, 19.4899755388284], [-99.19479172118265, 19.48994002505533], [-99.19483068401051, 19.489911912523443], [-99.19486964682488, 19.489883799983204], [-99.1954380838326, 19.490593893743682], [-99.19610747526211, 19.491430089793184], [-99.19633496718954, 19.491714267529183], [-99.19651382461637, 19.491931832235583], [-99.19693368230888, 19.492515522473877], [-99.19728506539299, 19.493021819658722], [-99.19741710349001, 19.49321206832606], [-99.19790841495723, 19.493913285297836], [-99.19795833357853, 19.493984530487364], [-99.19819231580428, 19.49432518777525], [-99.19835085589982, 19.494556007041133], [-99.19850433565315, 19.494779458163485], [-99.19913329924242, 19.495785564588964], [-99.19925003205232, 19.495967904125845], [-99.19936676512498, 19.496150243581468], [-99.19933217959795, 19.496188309217462], [-99.19929759405477, 19.49622637484683], [-99.19926260365801, 19.496264886042365], [-99.19923072216338, 19.49629997549051], [-99.19917684026525, 19.49635927900151], [-99.19913542500736, 19.496403978620283], [-99.1990187035342, 19.49666987341002], [-99.19891246849254, 19.4969632849349], [-99.19878745045352, 19.49733310081171], [-99.19866634327899, 19.49771661306618], [-99.19730961885725, 19.497304114836417], [-99.19632904926144, 19.497014697899143], [-99.19537017945326, 19.496731679537945], [-99.19526809219607, 19.496701547280367], [-99.19429342429497, 19.496404506868558], [-99.19364831021318, 19.49620789799228], [-99.19330637714742, 19.496103496763208], [-99.19245189619613, 19.495842597654704], [-99.19232211026065, 19.49580296962047]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1957966932,19.4944056739] }"
PROVIDENCIA,AZCAPOTZALCO,02-066,8,2,2,3,4,"{""type"": ""Polygon"", ""coordinates"": [[[-99.21409168332697, 19.496414588746504], [-99.21401938548784, 19.49639301509389], [-99.2135664351346, 19.49625785405931], [-99.21310973852212, 19.49612157375505], [-99.21268752315733, 19.495995581575514], [-99.21247321348444, 19.495931629534866], [-99.21225890397757, 19.49586767723842], [-99.21203469852213, 19.49580077155623], [-99.21181948569297, 19.4957338252229], [-99.21138953729705, 19.495613616327486], [-99.21107473473337, 19.49552560019131], [-99.21097179535022, 19.495496819069817], [-99.21051419727831, 19.495368877059317], [-99.210090068228, 19.49525029159368], [-99.21002652901491, 19.495232526081168], [-99.2096393388951, 19.495124705045637], [-99.20919782165048, 19.49500175431766], [-99.20875059996743, 19.49485472129644], [-99.20800905414148, 19.494670708103556], [-99.20703678766712, 19.494399945946313], [-99.20705126084188, 19.49435399402107], [-99.20695192665467, 19.494326546367322], [-99.20685259250044, 19.49429909865868], [-99.20686623364874, 19.49413336920536], [-99.2068957930703, 19.49377424388319], [-99.20691745899656, 19.493511017792525], [-99.20695674635613, 19.493033701354516], [-99.2069766176714, 19.492792276496857], [-99.20698930451573, 19.492735584703517], [-99.2070504642594, 19.492462288796567], [-99.20706813028457, 19.49238334695324], [-99.20723238114375, 19.492038643655953], [-99.20737614453158, 19.491370242958986], [-99.20745261106525, 19.49101472401805], [-99.20749564956925, 19.490814622678343], [-99.20763546907575, 19.49014764520405], [-99.20773976666224, 19.48965011348154], [-99.20778442833983, 19.48942989857539], [-99.20794858474697, 19.488620481675664], [-99.20812887469549, 19.48770545054715], [-99.20820640395564, 19.487311960745743], [-99.20827616111477, 19.487315176727527], [-99.20835501168793, 19.486986071275584], [-99.20869605087506, 19.48556263104349], [-99.20876049083633, 19.48529366665015], [-99.20877840860472, 19.48521887995098], [-99.20879632635699, 19.485144093249573], [-99.2095544673338, 19.485405593895198], [-99.20995961844622, 19.485545338384714], [-99.2105964817134, 19.485739025669773], [-99.2106975985093, 19.485769777763345], [-99.21105879636266, 19.4858759038886], [-99.21146127583366, 19.485934511976755], [-99.21195954881912, 19.485887252460778], [-99.21239015420113, 19.48584590557459], [-99.21278398296143, 19.48590962430465], [-99.21364015014105, 19.486180938266536], [-99.21371951788456, 19.486206089150322], [-99.21477176869155, 19.48655012981426], [-99.2171449095842, 19.487326016696763], [-99.21724016093212, 19.48735715785477], [-99.21695481079766, 19.488180534488695], [-99.21664604210952, 19.489071474881722], [-99.21662115112518, 19.489143296379535], [-99.21660058560718, 19.48920144615406], [-99.21651252191852, 19.48945044937947], [-99.21641267807333, 19.489732760023333], [-99.21638590392358, 19.489808464055265], [-99.21611369495353, 19.490578135439215], [-99.21586921116344, 19.491269406537047], [-99.21575401678997, 19.49159511302538], [-99.21546783592814, 19.4924042705467], [-99.2154327337995, 19.492495862337325], [-99.21519649862643, 19.493112266679002], [-99.21517538221082, 19.493167365104725], [-99.21496719304675, 19.493791399393746], [-99.21480729116169, 19.49427069213383], [-99.21458423537861, 19.494936288836524], [-99.21446199360214, 19.495301054930614], [-99.21433975128572, 19.49566582093272], [-99.21413445310804, 19.496278418347337], [-99.21409168332697, 19.496414588746504]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.2117642234,19.4906621044] }"
SAN ALVARO,AZCAPOTZALCO,02-070,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18802891224594, 19.463665081645924], [-99.18668066174358, 19.463009132037953], [-99.18662818278479, 19.463143256492785], [-99.18646253343235, 19.463566617564936], [-99.18633063175584, 19.463965893964676], [-99.18569556773201, 19.463933281183127], [-99.1852913382553, 19.463912521405128], [-99.18455590634593, 19.463874712453837], [-99.18390220387758, 19.463841173524514], [-99.18341282911076, 19.463816036001784], [-99.18294635857404, 19.463512887369188], [-99.18238309556783, 19.463175894967378], [-99.1820798299471, 19.46299445406347], [-99.18166132947178, 19.46274406774626], [-99.18124283027613, 19.46249368044573], [-99.18039056026625, 19.46198254271687], [-99.17979322341826, 19.461624293466357], [-99.179619864141, 19.461374636905845], [-99.17929786778208, 19.460871931146233], [-99.17903462551888, 19.460460950431923], [-99.17900875819387, 19.460420565552337], [-99.17851573189648, 19.459650832826323], [-99.17892564182429, 19.459016890043554], [-99.17896478602808, 19.458956351595308], [-99.17993063254139, 19.459117677384583], [-99.1809950401025, 19.45929545953029], [-99.18114731234003, 19.459320892181744], [-99.1820088540099, 19.459464785113802], [-99.18208231308736, 19.459477053897512], [-99.18315474149284, 19.459657203982424], [-99.18416414064093, 19.45982676003291], [-99.18422717221127, 19.45983734770161], [-99.18529246896841, 19.46001628639212], [-99.18544313601211, 19.460049246142912], [-99.18728331610144, 19.460451790634146], [-99.18733255929972, 19.46046410956674], [-99.18853766530346, 19.460765580339135], [-99.1882591404414, 19.462352970640747], [-99.18802891224594, 19.463665081645924]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1837633342,19.4614788407] }"
SAN JUAN TLIHUACA (PBLO),AZCAPOTZALCO,02-079,11,3,4,6,7,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20117392779328, 19.48864866570358], [-99.20107542266395, 19.48866205755288], [-99.20094885622636, 19.488648078813522], [-99.20082224628763, 19.4885988019728], [-99.20074027465148, 19.488528296731463], [-99.20070294129287, 19.488436563149843], [-99.20071765539726, 19.48829535459388], [-99.2007986085155, 19.48813793273961], [-99.20089647444573, 19.488082097915957], [-99.20101396543646, 19.48805720030364], [-99.20108578415469, 19.488057120571728], [-99.20118377230703, 19.48810035440554], [-99.20124915387557, 19.48817458346966], [-99.2012688816345, 19.488207235245753], [-99.2013014928453, 19.4882612106256], [-99.20132117163442, 19.488335490458258], [-99.20133884149624, 19.48843769005086], [-99.20159462985471, 19.488504987239875], [-99.20165076233306, 19.488317647754204], [-99.20179980594001, 19.487820219623938], [-99.20185042792889, 19.48765126969011], [-99.20187186595055, 19.48757972058788], [-99.20204165514794, 19.487121777870176], [-99.2020500686804, 19.487099085449277], [-99.20206850742389, 19.4870493536719], [-99.20236346312828, 19.48625381400797], [-99.20251710379745, 19.485854085802846], [-99.20267148333741, 19.485542651801133], [-99.2027438648365, 19.485396634200537], [-99.2032992948081, 19.4838378001668], [-99.20332617242491, 19.483762366381363], [-99.20335305001713, 19.483686932591525], [-99.20511512121399, 19.484070994787285], [-99.20623670021718, 19.48431544498356], [-99.20641391141902, 19.484372816428746], [-99.20722275298667, 19.484634673048607], [-99.20867149872116, 19.485103682838893], [-99.20869578681203, 19.485111545623138], [-99.20879632635699, 19.485144093249573], [-99.20877840860472, 19.48521887995098], [-99.20876049083633, 19.48529366665015], [-99.20869605087506, 19.48556263104349], [-99.20835501168793, 19.486986071275584], [-99.20827616111477, 19.487315176727527], [-99.20820640395564, 19.487311960745753], [-99.20812887469549, 19.48770545054715], [-99.20794858474697, 19.488620481675664], [-99.20778442833983, 19.48942989857539], [-99.20773976666224, 19.48965011348154], [-99.20763546907575, 19.49014764520405], [-99.20749564956925, 19.490814622678343], [-99.20745261106525, 19.49101472401805], [-99.20737614453158, 19.491370242958986], [-99.20723238114375, 19.492038643655953], [-99.20706813028457, 19.49238334695324], [-99.2070504642594, 19.49246228879655], [-99.20698930451573, 19.492735584703528], [-99.2069766176714, 19.492792276496864], [-99.20695674635613, 19.49303370135451], [-99.20691745899656, 19.493511017792525], [-99.2068957930703, 19.4937742438832], [-99.20686623364874, 19.494133369205354], [-99.20685259250044, 19.49429909865868], [-99.20684873401161, 19.494347949248034], [-99.2068228282635, 19.49467592954055], [-99.20680111198647, 19.494950867978588], [-99.20679588111194, 19.49499410767611], [-99.20428213023993, 19.494312894282118], [-99.20361610040612, 19.494142087985153], [-99.20306165886107, 19.494002551791933], [-99.20296648252949, 19.4939761212824], [-99.20242961606327, 19.49382703212443], [-99.20145109210706, 19.493560596725192], [-99.20064583924407, 19.493341335453884], [-99.20022098619114, 19.493225651072425], [-99.2002125553365, 19.49316898302444], [-99.2001791074921, 19.493131193195264], [-99.20040630527346, 19.492467234720507], [-99.20043570246727, 19.49237018287792], [-99.20056745237879, 19.491935222490337], [-99.20062411477696, 19.491748155982396], [-99.20071930271811, 19.491433899386568], [-99.20103770878184, 19.490382694047305], [-99.2011841479637, 19.489819021934316], [-99.20120333690853, 19.489745159761025], [-99.20123838323947, 19.48961025908907], [-99.20128577555035, 19.489427835791044], [-99.20143050686724, 19.488870730939116], [-99.20117392779328, 19.48864866570358]], [[-99.2069675398392, 19.487751654555286], [-99.20700364618317, 19.48762541381948], [-99.20701103023985, 19.48759959648267], [-99.20701975590929, 19.487569088370893], [-99.2070249022131, 19.487551095016777], [-99.20717041393907, 19.487042331290795], [-99.20652244345298, 19.486873685328536], [-99.20607975938371, 19.48675846730573], [-99.20462152144407, 19.486373702671447], [-99.20460501537961, 19.48643482012634], [-99.20448094505593, 19.48689421719626], [-99.20449062680136, 19.486896806907442], [-99.2057649878927, 19.487237672746748], [-99.20574596278523, 19.487308869962785], [-99.20662193694535, 19.48753620557404], [-99.20662953045756, 19.487538176247575], [-99.20659574347759, 19.487665163116336], [-99.2069675398392, 19.487751654555286]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.2045938841,19.48939757] }"
SANTA MARIA MALINALCO (PBLO),AZCAPOTZALCO,02-096,7,1,2,2,3,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1834742660105, 19.481936715680906], [-99.18339543508355, 19.481875563912507], [-99.18334320065681, 19.481832267256355], [-99.18328965398064, 19.481789594845058], [-99.18283082039126, 19.481615070766946], [-99.18244472390909, 19.48146821211695], [-99.18238954529298, 19.481449310892398], [-99.18222027245427, 19.481391326994125], [-99.18191545267663, 19.481286911397127], [-99.18156012160114, 19.481190022450246], [-99.18145364245261, 19.481165726223836], [-99.18139399836, 19.481152116708184], [-99.18096963744038, 19.481038362608686], [-99.18094960381184, 19.48103206296117], [-99.18037396724344, 19.480851050784775], [-99.17995594186351, 19.48071959893415], [-99.17954477122528, 19.480590301466187], [-99.17912309636851, 19.48045769963519], [-99.1793291952953, 19.479666959317296], [-99.17943311040086, 19.479268264973708], [-99.1794611952853, 19.47914685409995], [-99.17956470251146, 19.47869939107969], [-99.17961610347366, 19.47847718315876], [-99.1797444265731, 19.4779224358227], [-99.17977101041211, 19.47780751204573], [-99.18008959219134, 19.476504956800234], [-99.18010632813112, 19.47643652955803], [-99.1801562323253, 19.476207340394296], [-99.18036602978644, 19.475269634740954], [-99.18041819129927, 19.475268458427422], [-99.18045825205677, 19.475286323659912], [-99.18107118278677, 19.47367667922682], [-99.18113777736093, 19.473515350819746], [-99.18120352737225, 19.473356071753372], [-99.18148146019482, 19.473689200709146], [-99.18194860482306, 19.474242487323384], [-99.18209204093688, 19.474412372206498], [-99.1821126595492, 19.474436792729776], [-99.18293128354564, 19.475406356679468], [-99.18312804698698, 19.475639397558197], [-99.1833484294388, 19.47590041104487], [-99.18356450906839, 19.476156327328745], [-99.18393554054136, 19.476595760021894], [-99.18416000501686, 19.476930898291084], [-99.1845062028171, 19.477511889743514], [-99.18463374823884, 19.47772593608828], [-99.18462068621972, 19.477771680634074], [-99.18460297695458, 19.477833700275205], [-99.18433453997261, 19.47877378784341], [-99.18404438852166, 19.479789908655473], [-99.18374197773157, 19.48090177190471], [-99.18359894528808, 19.481427648907182], [-99.1835911370933, 19.48145635663], [-99.1834742660105, 19.481936715680906]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1819027464,19.4781258231] }"
